Geneid	Chr	Start	End	Strand	Length	./NV-Ctrl1.sam	./NV-Ctrl2.sam	./NV-Ctrl3.sam	./NV-Ctrl4.sam	./NV-Ctrl5.sam	./NV-Oxi1.sam	./NV-Oxi2.sam	./NV-Oxi3.sam	./NV-Oxi4.sam	./NV-Oxi5.sam		Average Ctrl	Average Oxi	Percentage Oxi	Ctrl Percentage
gene956	CP007536.1	744247	744423	-	177	2	2	7	6	5	1	0	0	0	0		4.4	0.2		
gene1001	CP007536.1	804122	804598	+	477	81	107	77	61	82	1	0	0	0	0		81.6	0.2		
gene1005	CP007536.1	809124	809417	+	294	6	15	22	13	5	1	0	0	0	0		12.2	0.2		
gene1019	CP007536.1	817605	817838	-	234	33	35	22	43	36	0	0	0	0	1		33.8	0.2		
gene1055	CP007536.1	843173	844633	+	1461	36	44	31	106	70	1	0	0	0	0		57.4	0.2		
gene1063	CP007536.1	849356	850177	+	822	99	93	80	145	82	0	0	0	1	0		99.8	0.2		
gene1143	CP007536.1	913171	913713	+	543	1220	948	878	1081	1069	0	0	0	1	0		1039.2	0.2		
gene1345	CP007536.1	1074660	1075055	+	396	32	36	45	46	29	0	0	0	0	1		37.6	0.2		
gene1362	CP007536.1	1087503	1087970	-	468	314	296	280	269	338	1	0	0	0	0		299.4	0.2		
gene1438	CP007536.1	1152396	1153220	-	825	758	674	641	625	641	0	0	1	0	0		667.8	0.2		
gene1486	CP007536.1	1188979	1189107	+	129	71	52	73	99	72	0	0	0	1	0		73.4	0.2		
gene1564	CP007536.1	1253553	1254158	-	606	88	72	68	109	47	0	0	0	1	0		76.8	0.2		
gene1575	CP007536.1	1262872	1264395	-	1524	234	195	172	230	228	0	0	0	0	1		211.8	0.2		
gene1760	CP007536.1	1414570	1414758	-	189	77	78	78	107	100	0	0	1	0	0		88	0.2		
gene1780	CP007536.1	1426114	1426305	-	192	137	163	132	198	165	0	0	0	0	1		159	0.2		
gene1786	CP007536.1	1432823	1433044	+	222	183	232	187	229	189	0	1	0	0	0		204	0.2		
gene1902	CP007536.1	1524917	1525270	-	354	187	193	168	187	143	0	0	1	0	0		175.6	0.2		
gene1927	CP007536.1	1546847	1547779	+	933	1021	834	861	937	916	0	0	1	0	0		913.8	0.2		
gene1936	CP007536.1	1553127	1553333	+	207	102	106	91	125	112	0	0	1	0	0		107.2	0.2		
gene1984	CP007536.1	1589452	1590192	+	741	1467	1105	1063	1099	1347	0	0	0	1	0		1216.2	0.2		
gene2078	CP007536.1	1656342	1656530	+	189	13	17	19	21	14	0	1	0	0	0		16.8	0.2		
gene2168	CP007536.1	1727997	1728629	-	633	429	500	437	643	350	0	1	0	0	0		471.8	0.2		
gene2492	CP007536.1	1992693	1992857	-	165	37	15	32	42	14	0	0	0	0	1		28	0.2		
gene2523	CP007536.1	2018407	2018706	+	300	107	77	90	98	122	0	1	0	0	0		98.8	0.2		
gene2543	CP007536.1	2030509	2030742	-	234	78	94	80	106	117	0	1	0	0	0		95	0.2		
gene2599	CP007536.1	2074565	2075332	+	768	870	735	623	652	839	0	0	1	0	0		743.8	0.2		
gene2693	CP007536.1	2147345	2147764	-	420	53	77	63	50	82	0	0	1	0	0		65	0.2		
gene2771	CP007536.1	2211374	2211583	+	210	339	339	295	323	371	0	0	0	1	0		333.4	0.2		
gene2815	CP007536.1	2249700	2250059	+	360	11	5	14	6	10	1	0	0	0	0		9.2	0.2		
gene2820	CP007536.1	2251487	2251669	+	183	155	157	150	138	211	0	0	0	1	0		162.2	0.2		
gene2821	CP007536.1	2251711	2252190	+	480	54	34	27	39	51	0	0	1	0	0		41	0.2		
gene3033	CP007536.1	2410367	2410903	-	537	33	27	25	17	23	0	1	0	0	0		25	0.2		
gene3073	CP007536.1	2443092	2443424	-	333	743	777	623	644	874	0	0	0	1	0		732.2	0.2		
gene3155	CP007536.1	2501036	2501320	-	285	318	298	243	291	248	1	0	0	0	0		279.6	0.2		
gene3	CP007536.1	2528	2956	+	429	14	21	19	17	15	0	0	0	0	0		17.2	0		
gene49	CP007536.1	40509	40949	-	441	165	149	147	193	209	0	0	0	0	0		172.6	0		
gene50	CP007536.1	41001	41090	-	90	11	24	10	29	27	0	0	0	0	0		20.2	0		
gene54	CP007536.1	43220	43513	-	294	219	166	244	283	182	0	0	0	0	0		218.8	0		
gene68	CP007536.1	54753	55109	+	357	121	95	106	97	94	0	0	0	0	0		102.6	0		
gene83	CP007536.1	64328	64501	-	174	28	30	37	55	46	0	0	0	0	0		39.2	0		
gene98	CP007536.1	79667	79858	-	192	175	115	120	142	182	0	0	0	0	0		146.8	0		
gene107	CP007536.1	103198	103629	-	432	23	13	8	20	14	0	0	0	0	0		15.6	0		
gene108	CP007536.1	103648	103770	-	123	0	4	4	2	3	0	0	0	0	0		2.6	0		
gene109	CP007536.1	103822	104004	-	183	0	0	0	0	6	0	0	0	0	0		1.2	0		
gene112	CP007536.1	105123	105284	+	162	9	12	8	5	6	0	0	0	0	0		8	0		
gene113	CP007536.1	105281	105877	+	597	57	34	29	59	37	0	0	0	0	0		43.2	0		
gene114	CP007536.1	105882	106241	+	360	2	5	10	17	1	0	0	0	0	0		7	0		
gene125	CP007536.1	116368	116490	+	123	15	7	2	10	19	0	0	0	0	0		10.6	0		
gene142	CP007536.1	136293	136448	+	156	517	419	408	523	449	0	0	0	0	0		463.2	0		
gene148	CP007536.1	139693	139941	-	249	3	8	5	12	2	0	0	0	0	0		6	0		
gene161	CP007536.1	148810	148980	-	171	183	126	157	155	189	0	0	0	0	0		162	0		
gene172	CP007536.1	156878	156950	+	73	34	18	18	20	12	0	0	0	0	0		20.4	0		
gene173	CP007536.1	157005	157103	+	99	36	53	36	47	32	0	0	0	0	0		40.8	0		
gene174	CP007536.1	158725	158871	+	147	25	29	33	25	30	0	0	0	0	0		28.4	0		
gene177	CP007536.1	160261	160359	-	99	30	20	28	31	8	0	0	0	0	0		23.4	0		
gene179	CP007536.1	161206	162162	-	957	82	50	61	82	82	0	0	0	0	0		71.4	0		
gene182	CP007536.1	164587	165042	-	456	94	84	81	75	108	0	0	0	0	0		88.4	0		
gene186	CP007536.1	167437	167736	-	300	211	229	184	220	182	0	0	0	0	0		205.2	0		
gene200	CP007536.1	176989	177168	-	180	0	2	2	0	0	0	0	0	0	0		0.8	0		
gene209	CP007536.1	181758	182171	+	414	753	694	759	615	755	0	0	0	0	0		715.2	0		
gene214	CP007536.1	186180	186467	-	288	64	78	52	79	78	0	0	0	0	0		70.2	0		
gene215	CP007536.1	186927	187247	-	321	45	35	25	54	25	0	0	0	0	0		36.8	0		
gene216	CP007536.1	187508	187780	-	273	0	0	0	0	0	0	0	0	0	0		0	0		
gene217	CP007536.1	187518	187919	-	402	50	62	81	46	53	0	0	0	0	0		58.4	0		
gene218	CP007536.1	188301	188501	-	201	99	100	85	80	74	0	0	0	0	0		87.6	0		
gene219	CP007536.1	188660	189286	+	627	87	89	78	114	69	0	0	0	0	0		87.4	0		
gene228	CP007536.1	194678	194863	+	186	0	2	1	3	0	0	0	0	0	0		1.2	0		
gene252	CP007536.1	213123	213308	+	186	161	106	105	203	180	0	0	0	0	0		151	0		
gene256	CP007536.1	215896	215994	+	99	0	0	0	0	0	0	0	0	0	0		0	0		
gene265	CP007536.1	219708	219872	-	165	120	128	113	107	161	0	0	0	0	0		125.8	0		
gene266	CP007536.1	219865	220023	-	159	0	0	0	0	0	0	0	0	0	0		0	0		
gene272	CP007536.1	224949	225521	-	573	1741	1457	1269	1272	1626	0	0	0	0	0		1473	0		
gene295	CP007536.1	242367	242492	+	126	0	0	1	5	2	0	0	0	0	0		1.6	0		
gene296	CP007536.1	242551	242658	+	108	0	0	3	4	0	0	0	0	0	0		1.4	0		
gene298	CP007536.1	245849	245929	-	81	1	4	2	2	3	0	0	0	0	0		2.4	0		
gene306	CP007536.1	250066	250239	-	174	0	0	0	4	0	0	0	0	0	0		0.8	0		
gene307	CP007536.1	250150	250293	+	144	1	6	1	2	1	0	0	0	0	0		2.2	0		
gene309	CP007536.1	250857	251492	+	636	9	4	8	2	3	0	0	0	0	0		5.2	0		
gene317	CP007536.1	258887	258978	+	92	38	24	16	20	38	0	0	0	0	0		27.2	0		
gene319	CP007536.1	260128	260421	+	294	23	22	18	9	6	0	0	0	0	0		15.6	0		
gene372	CP007536.1	307760	307945	+	186	97	106	89	117	131	0	0	0	0	0		108	0		
gene376	CP007536.1	309167	309295	+	129	636	546	528	466	462	0	0	0	0	0		527.6	0		
gene388	CP007536.1	317715	317897	-	183	284	230	201	233	224	0	0	0	0	0		234.4	0		
gene389	CP007536.1	317788	317985	-	198	0	0	0	0	0	0	0	0	0	0		0	0		
gene402	CP007536.1	326568	326813	+	246	26	14	32	24	20	0	0	0	0	0		23.2	0		
gene404	CP007536.1	327179	327286	+	108	3	0	0	16	13	0	0	0	0	0		6.4	0		
gene408	CP007536.1	328928	329269	+	342	35	38	24	209	39	0	0	0	0	0		69	0		
gene423	CP007536.1	338294	338446	-	153	8	0	4	12	0	0	0	0	0	0		4.8	0		
gene424	CP007536.1	338445	338618	+	174	3	3	3	21	0	0	0	0	0	0		6	0		
gene427	CP007536.1	340588	340752	+	165	73	49	44	90	69	0	0	0	0	0		65	0		
gene428	CP007536.1	340857	341072	-	216	34	16	20	40	10	0	0	0	0	0		24	0		
gene429	CP007536.1	341078	341314	-	237	47	57	51	83	43	0	0	0	0	0		56.2	0		
gene432	CP007536.1	342918	343484	+	567	125	126	143	159	132	0	0	0	0	0		137	0		
gene438	CP007536.1	346504	347031	+	528	41	50	49	232	58	0	0	0	0	0		86	0		
gene450	CP007536.1	354333	354986	-	654	256	237	217	167	242	0	0	0	0	0		223.8	0		
gene461	CP007536.1	365501	366037	+	537	415	435	393	343	426	0	0	0	0	0		402.4	0		
gene468	CP007536.1	369842	370252	-	411	778	679	613	722	757	0	0	0	0	0		709.8	0		
gene476	CP007536.1	375514	375870	+	357	0	0	0	0	0	0	0	0	0	0		0	0		
gene492	CP007536.1	387375	387593	+	219	151	100	113	144	108	0	0	0	0	0		123.2	0		
gene494	CP007536.1	388074	388295	-	222	2	1	4	14	4	0	0	0	0	0		5	0		
gene497	CP007536.1	389321	389608	-	288	41	46	65	77	35	0	0	0	0	0		52.8	0		
gene504	CP007536.1	396073	396405	-	333	84	87	83	109	82	0	0	0	0	0		89	0		
gene511	CP007536.1	402321	402905	-	585	399	389	273	303	361	0	0	0	0	0		345	0		
gene516	CP007536.1	406300	406605	+	306	222	163	118	166	260	0	0	0	0	0		185.8	0		
gene529	CP007536.1	411651	411860	-	210	180	141	154	142	136	0	0	0	0	0		150.6	0		
gene540	CP007536.1	418465	418881	+	417	285	256	265	218	208	0	0	0	0	0		246.4	0		
gene541	CP007536.1	419230	419775	-	546	240	192	177	195	171	0	0	0	0	0		195	0		
gene571	CP007536.1	443745	444071	+	327	277	273	199	230	260	0	0	0	0	0		247.8	0		
gene577	CP007536.1	448636	448833	-	198	11	17	8	4	11	0	0	0	0	0		10.2	0		
gene584	CP007536.1	454572	454823	-	252	34	16	23	28	54	0	0	0	0	0		31	0		
gene591	CP007536.1	460263	460391	+	129	13	11	15	12	0	0	0	0	0	0		10.2	0		
gene609	CP007536.1	471883	472374	-	492	38	47	14	29	31	0	0	0	0	0		31.8	0		
gene612	CP007536.1	473880	474143	+	264	76	71	78	76	41	0	0	0	0	0		68.4	0		
gene615	CP007536.1	476235	476777	+	543	144	115	113	136	97	0	0	0	0	0		121	0		
gene624	CP007536.1	485570	485716	+	147	2	0	0	0	1	0	0	0	0	0		0.6	0		
gene625	CP007536.1	486452	486622	-	171	38	32	28	35	30	0	0	0	0	0		32.6	0		
gene626	CP007536.1	486970	487143	+	174	51	52	27	37	34	0	0	0	0	0		40.2	0		
gene631	CP007536.1	490935	491141	-	207	10	2	5	7	0	0	0	0	0	0		4.8	0		
gene632	CP007536.1	491272	491847	-	576	46	35	32	30	22	0	0	0	0	0		33	0		
gene634	CP007536.1	492830	493183	+	354	140	159	153	158	123	0	0	0	0	0		146.6	0		
gene642	CP007536.1	502699	502905	+	207	649	456	510	624	546	0	0	0	0	0		557	0		
gene649	CP007536.1	508547	508678	-	132	0	0	0	0	1	0	0	0	0	0		0.2	0		
gene650	CP007536.1	508550	508723	+	174	0	0	0	0	0	0	0	0	0	0		0	0		
gene652	CP007536.1	509113	509370	-	258	41	42	52	50	43	0	0	0	0	0		45.6	0		
gene653	CP007536.1	509462	509689	+	228	17	1	7	18	20	0	0	0	0	0		12.6	0		
gene654	CP007536.1	510052	510378	+	327	38	70	49	66	82	0	0	0	0	0		61	0		
gene659	CP007536.1	513424	513681	-	258	153	133	149	161	123	0	0	0	0	0		143.8	0		
gene661	CP007536.1	515064	515210	-	147	12	21	8	9	6	0	0	0	0	0		11.2	0		
gene669	CP007536.1	521753	521962	-	210	26	48	29	33	36	0	0	0	0	0		34.4	0		
gene671	CP007536.1	522580	523119	-	540	115	120	60	78	90	0	0	0	0	0		92.6	0		
gene676	CP007536.1	525736	525809	+	74	5	6	11	8	8	0	0	0	0	0		7.6	0		
gene682	CP007536.1	529571	529816	+	246	284	214	197	306	187	0	0	0	0	0		237.6	0		
gene684	CP007536.1	530554	531003	-	450	63	95	58	57	61	0	0	0	0	0		66.8	0		
gene685	CP007536.1	531071	531184	+	114	22	15	16	33	13	0	0	0	0	0		19.8	0		
gene701	CP007536.1	541700	541903	-	204	30	28	38	52	34	0	0	0	0	0		36.4	0		
gene704	CP007536.1	543173	543310	+	138	10	20	10	15	24	0	0	0	0	0		15.8	0		
gene705	CP007536.1	543347	543520	+	174	389	311	282	408	409	0	0	0	0	0		359.8	0		
gene715	CP007536.1	553105	554469	+	1365	163	215	128	212	185	0	0	0	0	0		180.6	0		
gene722	CP007536.1	561568	561714	+	147	4	5	0	10	2	0	0	0	0	0		4.2	0		
gene739	CP007536.1	572495	572569	+	75	96	70	60	101	94	0	0	0	0	0		84.2	0		
gene740	CP007536.1	574152	574247	+	96	10	10	6	14	4	0	0	0	0	0		8.8	0		
gene757	CP007536.1	591356	592042	-	687	48	45	43	68	31	0	0	0	0	0		47	0		
gene760	CP007536.1	592878	593036	-	159	9	3	2	1	2	0	0	0	0	0		3.4	0		
gene765	CP007536.1	595984	596094	+	111	0	0	0	0	0	0	0	0	0	0		0	0		
gene766	CP007536.1	596176	596568	+	393	157	160	117	193	142	0	0	0	0	0		153.8	0		
gene773	CP007536.1	600898	601035	+	138	2	1	2	0	0	0	0	0	0	0		1	0		
gene774	CP007536.1	601039	601188	+	150	6	6	5	30	20	0	0	0	0	0		13.4	0		
gene776	CP007536.1	602770	602967	+	198	56	24	39	40	28	0	0	0	0	0		37.4	0		
gene777	CP007536.1	603058	603134	+	77	13	7	15	35	11	0	0	0	0	0		16.2	0		
gene778	CP007536.1	603232	603459	-	228	18	21	9	20	5	0	0	0	0	0		14.6	0		
gene781	CP007536.1	606783	606866	+	84	3	17	9	6	9	0	0	0	0	0		8.8	0		
gene792	CP007536.1	615169	615270	+	102	33	32	24	28	39	0	0	0	0	0		31.2	0		
gene794	CP007536.1	616008	616295	+	288	75	81	65	108	62	0	0	0	0	0		78.2	0		
gene795	CP007536.1	616283	616504	+	222	18	17	23	23	8	0	0	0	0	0		17.8	0		
gene807	CP007536.1	626437	626706	-	270	124	102	114	102	135	0	0	0	0	0		115.4	0		
gene817	CP007536.1	633163	633645	+	483	356	321	368	354	348	0	0	0	0	0		349.4	0		
gene838	CP007536.1	647835	647911	-	77	14	6	8	30	19	0	0	0	0	0		15.4	0		
gene839	CP007536.1	647897	647965	-	69	0	0	0	0	0	0	0	0	0	0		0	0		
gene840	CP007536.1	647982	648431	+	450	299	260	267	310	306	0	0	0	0	0		288.4	0		
gene846	CP007536.1	652359	652517	+	159	2	2	0	2	0	0	0	0	0	0		1.2	0		
gene850	CP007536.1	656075	656203	-	129	95	100	67	67	91	0	0	0	0	0		84	0		
gene859	CP007536.1	665942	666241	+	300	10	18	14	19	22	0	0	0	0	0		16.6	0		
gene861	CP007536.1	667575	667658	+	84	7	5	6	17	5	0	0	0	0	0		8	0		
gene886	CP007536.1	688665	688883	+	219	36	38	33	24	42	0	0	0	0	0		34.6	0		
gene891	CP007536.1	692966	693160	-	195	50	56	54	70	69	0	0	0	0	0		59.8	0		
gene896	CP007536.1	696317	696430	+	114	1	0	0	4	0	0	0	0	0	0		1	0		
gene899	CP007536.1	698404	698508	+	105	10	20	19	27	24	0	0	0	0	0		20	0		
gene906	CP007536.1	704196	704633	-	438	118	109	92	118	83	0	0	0	0	0		104	0		
gene912	CP007536.1	710121	710930	+	810	302	379	303	377	340	0	0	0	0	0		340.2	0		
gene913	CP007536.1	711020	711103	+	84	55	39	33	55	22	0	0	0	0	0		40.8	0		
gene918	CP007536.1	717872	718180	+	309	49	69	50	64	62	0	0	0	0	0		58.8	0		
gene931	CP007536.1	727522	727668	+	147	79	62	74	88	56	0	0	0	0	0		71.8	0		
gene937	CP007536.1	730193	730579	+	387	46	34	38	50	49	0	0	0	0	0		43.4	0		
gene938	CP007536.1	730635	731021	+	387	50	36	58	48	46	0	0	0	0	0		47.6	0		
gene941	CP007536.1	731628	732053	+	426	30	9	7	8	20	0	0	0	0	0		14.8	0		
gene944	CP007536.1	734444	735265	+	822	184	161	123	163	143	0	0	0	0	0		154.8	0		
gene949	CP007536.1	740305	740913	+	609	65	32	51	41	44	0	0	0	0	0		46.6	0		
gene950	CP007536.1	740950	741282	+	333	72	53	83	99	55	0	0	0	0	0		72.4	0		
gene951	CP007536.1	741286	741438	-	153	13	16	5	4	2	0	0	0	0	0		8	0		
gene952	CP007536.1	741578	741925	+	348	33	70	53	38	45	0	0	0	0	0		47.8	0		
gene953	CP007536.1	742136	742300	+	165	8	12	7	27	17	0	0	0	0	0		14.2	0		
gene957	CP007536.1	744404	744571	-	168	2	9	5	14	4	0	0	0	0	0		6.8	0		
gene959	CP007536.1	745659	745787	+	129	134	81	85	100	97	0	0	0	0	0		99.4	0		
gene960	CP007536.1	745806	746006	-	201	10	21	16	18	13	0	0	0	0	0		15.6	0		
gene978	CP007536.1	778242	778532	+	291	112	102	119	77	89	0	0	0	0	0		99.8	0		
gene979	CP007536.1	778755	779171	+	417	42	21	23	31	28	0	0	0	0	0		29	0		
gene990	CP007536.1	794171	794278	-	108	30	55	39	59	44	0	0	0	0	0		45.4	0		
gene997	CP007536.1	800419	800676	+	258	29	22	23	39	15	0	0	0	0	0		25.6	0		
gene1010	CP007536.1	811294	811536	+	243	6	0	3	5	0	0	0	0	0	0		2.8	0		
gene1014	CP007536.1	814787	815017	+	231	64	37	41	60	27	0	0	0	0	0		45.8	0		
gene1015	CP007536.1	815377	815619	+	243	90	65	91	70	62	0	0	0	0	0		75.6	0		
gene1017	CP007536.1	815939	816334	-	396	23	17	24	23	16	0	0	0	0	0		20.6	0		
gene1020	CP007536.1	818075	818182	+	108	15	16	6	9	8	0	0	0	0	0		10.8	0		
gene1021	CP007536.1	818268	818744	+	477	151	136	105	128	205	0	0	0	0	0		145	0		
gene1024	CP007536.1	820673	820746	+	74	41	21	16	42	15	0	0	0	0	0		27	0		
gene1028	CP007536.1	821739	822020	+	282	11	7	3	10	0	0	0	0	0	0		6.2	0		
gene1030	CP007536.1	822643	822918	+	276	13	18	0	19	7	0	0	0	0	0		11.4	0		
gene1031	CP007536.1	822926	823096	+	171	0	2	1	2	5	0	0	0	0	0		2	0		
gene1041	CP007536.1	831000	831170	-	171	240	258	196	285	262	0	0	0	0	0		248.2	0		
gene1045	CP007536.1	833419	833799	+	381	45	66	39	108	29	0	0	0	0	0		57.4	0		
gene1066	CP007536.1	851668	851919	+	252	32	25	26	51	40	0	0	0	0	0		34.8	0		
gene1067	CP007536.1	851945	852685	-	741	39	45	39	54	48	0	0	0	0	0		45	0		
gene1073	CP007536.1	857975	858226	+	252	239	220	180	213	221	0	0	0	0	0		214.6	0		
gene1081	CP007536.1	863779	863958	+	180	30	62	32	48	51	0	0	0	0	0		44.6	0		
gene1082	CP007536.1	863915	864184	-	270	194	159	127	169	173	0	0	0	0	0		164.4	0		
gene1092	CP007536.1	869657	869914	-	258	63	61	69	87	60	0	0	0	0	0		68	0		
gene1095	CP007536.1	872715	873050	+	336	21	13	18	16	36	0	0	0	0	0		20.8	0		
gene1096	CP007536.1	873047	873202	+	156	10	5	16	34	15	0	0	0	0	0		16	0		
gene1097	CP007536.1	873439	873591	+	153	64	51	59	48	30	0	0	0	0	0		50.4	0		
gene1112	CP007536.1	894555	894629	-	75	12	15	30	23	19	0	0	0	0	0		19.8	0		
gene1115	CP007536.1	897079	897345	-	267	66	48	46	52	68	0	0	0	0	0		56	0		
gene1121	CP007536.1	900455	900577	+	123	0	1	3	0	0	0	0	0	0	0		0.8	0		
gene1123	CP007536.1	901684	901911	+	228	50	51	59	56	29	0	0	0	0	0		49	0		
gene1128	CP007536.1	904982	905380	-	399	92	106	91	86	102	0	0	0	0	0		95.4	0		
gene1131	CP007536.1	906604	906675	-	72	3	0	0	5	0	0	0	0	0	0		1.6	0		
gene1132	CP007536.1	906718	906801	+	84	85	58	90	56	73	0	0	0	0	0		72.4	0		
gene1133	CP007536.1	906837	907226	+	390	450	350	359	415	339	0	0	0	0	0		382.6	0		
gene1134	CP007536.1	907226	907540	+	315	37	32	51	47	50	0	0	0	0	0		43.4	0		
gene1152	CP007536.1	919669	920355	-	687	47	27	27	41	52	0	0	0	0	0		38.8	0		
gene1159	CP007536.1	925217	925375	+	159	90	73	105	83	96	0	0	0	0	0		89.4	0		
gene1161	CP007536.1	925795	925938	+	144	87	55	85	80	59	0	0	0	0	0		73.2	0		
gene1165	CP007536.1	928742	929101	-	360	113	104	110	71	86	0	0	0	0	0		96.8	0		
gene1167	CP007536.1	929579	929767	-	189	26	19	15	15	34	0	0	0	0	0		21.8	0		
gene1168	CP007536.1	929927	930283	-	357	30	26	14	30	20	0	0	0	0	0		24	0		
gene1179	CP007536.1	938982	939110	-	129	112	80	69	89	108	0	0	0	0	0		91.6	0		
gene1186	CP007536.1	947576	947713	+	138	33	36	46	49	42	0	0	0	0	0		41.2	0		
gene1189	CP007536.1	948368	948475	-	108	3	2	1	2	4	0	0	0	0	0		2.4	0		
gene1192	CP007536.1	951217	951468	+	252	40	30	44	38	36	0	0	0	0	0		37.6	0		
gene1205	CP007536.1	961055	961240	+	186	131	96	137	114	94	0	0	0	0	0		114.4	0		
gene1214	CP007536.1	966205	966381	+	177	180	150	186	133	213	0	0	0	0	0		172.4	0		
gene1215	CP007536.1	966428	966640	+	213	768	673	678	652	638	0	0	0	0	0		681.8	0		
gene1217	CP007536.1	967358	967519	-	162	21	12	19	38	36	0	0	0	0	0		25.2	0		
gene1219	CP007536.1	968376	968450	-	75	348	316	289	400	275	0	0	0	0	0		325.6	0		
gene1221	CP007536.1	969594	969712	+	119	171	201	187	302	216	0	0	0	0	0		215.4	0		
gene1225	CP007536.1	971348	971524	+	177	11	22	10	22	20	0	0	0	0	0		17	0		
gene1226	CP007536.1	971992	972543	+	552	53	42	52	30	43	0	0	0	0	0		44	0		
gene1242	CP007536.1	987693	987836	-	144	43	37	33	75	51	0	0	0	0	0		47.8	0		
gene1247	CP007536.1	993482	993892	-	411	158	98	112	123	101	0	0	0	0	0		118.4	0		
gene1269	CP007536.1	1012985	1013080	-	96	0	0	0	0	0	0	0	0	0	0		0	0		
gene1272	CP007536.1	1014417	1014737	+	321	111	93	91	92	97	0	0	0	0	0		96.8	0		
gene1273	CP007536.1	1014844	1015761	+	918	34	37	39	45	43	0	0	0	0	0		39.6	0		
gene1274	CP007536.1	1015649	1015861	-	213	79	83	68	83	92	0	0	0	0	0		81	0		
gene1280	CP007536.1	1020091	1020666	+	576	174	181	149	209	175	0	0	0	0	0		177.6	0		
gene1288	CP007536.1	1027096	1027284	-	189	7	13	15	10	3	0	0	0	0	0		9.6	0		
gene1292	CP007536.1	1030023	1030334	+	312	34	20	19	27	22	0	0	0	0	0		24.4	0		
gene1295	CP007536.1	1033611	1033692	+	82	10	19	23	28	26	0	0	0	0	0		21.2	0		
gene1296	CP007536.1	1033731	1034042	+	312	262	219	170	236	151	0	0	0	0	0		207.6	0		
gene1302	CP007536.1	1038028	1038441	+	414	171	223	200	244	226	0	0	0	0	0		212.8	0		
gene1316	CP007536.1	1052305	1052787	+	483	193	168	168	205	165	0	0	0	0	0		179.8	0		
gene1335	CP007536.1	1067681	1068100	+	420	204	207	118	140	149	0	0	0	0	0		163.6	0		
gene1337	CP007536.1	1069881	1070066	-	186	19	10	13	20	17	0	0	0	0	0		15.8	0		
gene1340	CP007536.1	1071445	1072095	+	651	77	78	91	73	81	0	0	0	0	0		80	0		
gene1341	CP007536.1	1072153	1072830	-	678	258	242	253	284	224	0	0	0	0	0		252.2	0		
gene1346	CP007536.1	1075205	1075465	+	261	59	34	68	39	54	0	0	0	0	0		50.8	0		
gene1356	CP007536.1	1083976	1084191	+	216	671	574	513	682	673	0	0	0	0	0		622.6	0		
gene1360	CP007536.1	1086342	1086497	+	156	24	24	34	32	26	0	0	0	0	0		28	0		
gene1371	CP007536.1	1097696	1097756	+	61	13	2	1	0	0	0	0	0	0	0		3.2	0		
gene1374	CP007536.1	1099499	1099603	-	105	7	9	14	5	9	0	0	0	0	0		8.8	0		
gene1375	CP007536.1	1099673	1099939	-	267	39	19	24	28	35	0	0	0	0	0		29	0		
gene1382	CP007536.1	1104658	1104873	-	216	38	59	29	69	37	0	0	0	0	0		46.4	0		
gene1388	CP007536.1	1108155	1108589	+	435	151	176	152	177	120	0	0	0	0	0		155.2	0		
gene1397	CP007536.1	1114246	1114392	+	147	0	3	0	5	5	0	0	0	0	0		2.6	0		
gene1398	CP007536.1	1114575	1114751	-	177	34	11	8	19	14	0	0	0	0	0		17.2	0		
gene1406	CP007536.1	1120738	1120932	-	195	41	35	45	56	30	0	0	0	0	0		41.4	0		
gene1407	CP007536.1	1120944	1121261	-	318	174	153	177	205	155	0	0	0	0	0		172.8	0		
gene1409	CP007536.1	1122122	1122256	+	135	190	163	191	246	193	0	0	0	0	0		196.6	0		
gene1442	CP007536.1	1155648	1155962	+	315	350	292	291	304	326	0	0	0	0	0		312.6	0		
gene1467	CP007536.1	1175888	1176073	+	186	18	19	23	49	21	0	0	0	0	0		26	0		
gene1485	CP007536.1	1188792	1188974	+	183	605	581	573	633	633	0	0	0	0	0		605	0		
gene1493	CP007536.1	1193041	1193163	+	123	72	59	73	57	81	0	0	0	0	0		68.4	0		
gene1498	CP007536.1	1196709	1196981	-	273	647	642	548	416	615	0	0	0	0	0		573.6	0		
gene1533	CP007536.1	1231317	1231553	+	237	583	578	465	521	471	0	0	0	0	0		523.6	0		
gene1553	CP007536.1	1245536	1245739	+	204	19	10	19	16	7	0	0	0	0	0		14.2	0		
gene1559	CP007536.1	1248820	1249212	-	393	221	203	226	205	129	0	0	0	0	0		196.8	0		
gene1569	CP007536.1	1259665	1260303	-	639	324	328	277	263	335	0	0	0	0	0		305.4	0		
gene1570	CP007536.1	1260396	1260599	-	204	56	36	50	36	35	0	0	0	0	0		42.6	0		
gene1574	CP007536.1	1262281	1262802	-	522	569	492	473	432	450	0	0	0	0	0		483.2	0		
gene1576	CP007536.1	1264479	1264751	-	273	69	67	73	95	60	0	0	0	0	0		72.8	0		
gene1578	CP007536.1	1265714	1265785	+	72	1	3	1	0	0	0	0	0	0	0		1	0		
gene1580	CP007536.1	1266944	1267339	+	396	30	22	36	37	28	0	0	0	0	0		30.6	0		
gene1590	CP007536.1	1274184	1274486	+	303	118	93	96	102	105	0	0	0	0	0		102.8	0		
gene1591	CP007536.1	1274496	1274861	+	366	146	107	131	122	94	0	0	0	0	0		120	0		
gene1606	CP007536.1	1290396	1290602	+	207	151	159	105	175	120	0	0	0	0	0		142	0		
