# Program:featureCounts v2.0.6; Command:"featureCounts" "-p" "-a" "./GCA_000698785.1_ASM69878v1_genomic.gff" "-t" "gene" "-g" "ID" "-T" "8" "-o" "./counts_oxi.txt" "-s" "0" "./Nvie_2oxi_1_mRNA_sorted.bam" "./Nvie_2oxi_2_mRNA_sorted.bam" "./Nvie_2oxi_3_mRNA_sorted.bam" "./Nvie_2oxi_4_mRNA_sorted.bam" "./Nvie_2oxi_5_mRNA_sorted.bam" "./Nvie_ctrl_1_mRNA_sorted.bam" "./Nvie_ctrl_2_mRNA_sorted.bam" "./Nvie_ctrl_3_mRNA_sorted.bam" "./Nvie_ctrl_4_mRNA_sorted.bam" "./Nvie_ctrl_5_mRNA_sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	./Nvie_2oxi_1_mRNA_sorted.bam	./Nvie_2oxi_2_mRNA_sorted.bam	./Nvie_2oxi_3_mRNA_sorted.bam	./Nvie_2oxi_4_mRNA_sorted.bam	./Nvie_2oxi_5_mRNA_sorted.bam	./Nvie_ctrl_1_mRNA_sorted.bam	./Nvie_ctrl_2_mRNA_sorted.bam	./Nvie_ctrl_3_mRNA_sorted.bam	./Nvie_ctrl_4_mRNA_sorted.bam	./Nvie_ctrl_5_mRNA_sorted.bam
gene2840	CP007536.1	2264748	2265173	+	426	21	0	44	0	82	803	1127	1297	777	548
gene2841	CP007536.1	2265280	2265960	-	681	65	96	0	0	176	1155	1312	1912	1064	1019
gene2842	CP007536.1	2266144	2266644	-	501	1445	1899	2083	958	459	1696	1890	2437	1224	1085
gene2843	CP007536.1	2266910	2267185	-	276	8529	7623	7988	8308	6251	5789	6665	8483	4277	5140
gene2844	CP007536.1	2267443	2268153	-	711	96	60	262	6	0	354	528	605	313	355
gene2845	CP007536.1	2268245	2268646	-	402	0	0	0	0	0	923	1222	1127	615	624
gene2846	CP007536.1	2268685	2268984	-	300	0	0	0	0	0	0	32	2	18	8
gene2847	CP007536.1	2269202	2269594	+	393	44	0	44	0	2	129	166	72	26	5
gene2848	CP007536.1	2269591	2270361	+	771	0	220	0	0	0	568	542	425	273	278
gene2849	CP007536.1	2270358	2272367	+	2010	336	50	244	210	443	2393	1588	2307	1314	1290
gene2850	CP007536.1	2272382	2273668	+	1287	0	22	74	0	0	586	617	601	306	203
gene2851	CP007536.1	2273714	2273905	-	192	0	0	12	0	0	53	103	79	19	47
gene2852	CP007536.1	2273987	2275396	-	1410	300	102	342	382	524	8700	6663	6390	3405	5217
gene2853	CP007536.1	2275407	2276159	-	753	10	88	0	0	208	12345	8613	9832	4034	7725
gene2854	CP007536.1	2276189	2276299	-	111	0	0	0	0	0	0	0	0	0	0
gene2855	CP007536.1	2276440	2277342	+	903	1162	449	470	290	741	6903	8689	17636	13355	14412
gene2856	CP007536.1	2277397	2278668	+	1272	605	395	550	277	167	1683	2807	3486	1885	2139
gene2857	CP007536.1	2278665	2278970	-	306	879	1223	547	862	970	959	1085	2425	1184	1423
gene2858	CP007536.1	2279033	2279773	-	741	4	0	0	0	0	171	386	415	280	243
gene2859	CP007536.1	2279794	2280036	-	243	0	0	0	0	0	239	146	262	96	182
gene2860	CP007536.1	2280058	2280144	-	87	0	0	0	0	0	0	3	5	0	3
gene2861	CP007536.1	2280165	2280641	-	477	142	62	80	0	92	1219	1076	1281	497	891
gene2862	CP007536.1	2280667	2282823	-	2157	100	244	171	276	779	1864	1489	1982	1040	1241
gene2863	CP007536.1	2282833	2284467	-	1635	0	154	46	316	292	1930	1856	1872	1039	1332
gene2864	CP007536.1	2285127	2285450	-	324	0	40	0	0	0	2996	1782	2320	1117	1652
gene2865	CP007536.1	2285476	2285769	-	294	0	0	0	52	110	5898	5477	3952	1737	3049
gene2866	CP007536.1	2285789	2286319	+	531	0	0	20	0	0	3353	2488	2165	924	1861
gene2867	CP007536.1	2286625	2287281	-	657	451	222	60	0	128	2384	3013	2943	2106	2158
gene2868	CP007536.1	2287278	2287907	-	630	1064	1291	186	892	284	550	1599	1717	513	443
gene2869	CP007536.1	2288224	2288670	+	447	0	0	0	0	0	113	103	143	46	74
gene2870	CP007536.1	2288774	2289040	+	267	0	0	0	0	0	109	193	144	39	54
gene2871	CP007536.1	2289258	2289695	+	438	247	275	236	76	0	604	737	1015	427	490
gene2872	CP007536.1	2289702	2291204	+	1503	681	476	415	580	786	3967	3213	4325	2655	3121
gene2873	CP007536.1	2291256	2292320	+	1065	2209	855	1074	328	344	6356	6522	12145	6232	6853
gene2874	CP007536.1	2292352	2292426	+	75	0	0	0	34	0	26	177	69	39	49
gene2875	CP007536.1	2292531	2292665	-	135	64	0	0	0	0	33	56	71	55	18
gene2876	CP007536.1	2292787	2293437	-	651	237548	198861	217526	127185	166247	342595	271902	349162	237872	263019
gene2877	CP007536.1	2293595	2293903	-	309	142	146	146	34	1	11266	11009	15519	7316	6433
gene2878	CP007536.1	2294043	2295491	-	1449	6971	4022	5402	6471	4045	39566	30906	40240	20835	26478
gene2879	CP007536.1	2295336	2295497	+	162	0	0	0	0	0	15	3	6	0	0
gene2880	CP007536.1	2295620	2295874	+	255	15132	13773	20572	9920	17692	46697	57262	57141	22274	25998
gene2881	CP007536.1	2295987	2296235	+	249	113	47	51	1	78	5099	901	1411	929	1011
gene2882	CP007536.1	2296222	2297133	-	912	156	295	28	20	183	12771	3582	4212	2027	3175
gene2883	CP007536.1	2297176	2298549	+	1374	2679	1764	1998	2202	2868	13278	8845	13153	7122	9346
gene2884	CP007536.1	2298578	2298853	+	276	11	74	0	28	48	752	716	1020	482	658
gene2885	CP007536.1	2298889	2299944	+	1056	212	52	128	160	336	5180	3436	2961	1511	2040
gene2886	CP007536.1	2299987	2300589	+	603	12845	11522	9830	7802	8291	11825	8130	9341	6530	9168
gene2887	CP007536.1	2300591	2301163	+	573	260	338	78	2	0	3557	2452	2630	1574	2894
gene2888	CP007536.1	2301164	2301463	-	300	0	47	126	0	0	144	232	246	115	169
gene2889	CP007536.1	2301481	2302656	-	1176	18	0	30	152	0	400	285	516	273	373
gene2890	CP007536.1	2302695	2303936	-	1242	0	0	0	0	203	188	48	107	78	120
gene2891	CP007536.1	2303933	2304082	-	150	0	0	0	0	0	10	8	0	0	0
gene2892	CP007536.1	2304296	2304922	+	627	32	0	0	0	0	28	22	36	14	61
gene2893	CP007536.1	2304967	2305287	+	321	236	632	552	0	1107	1251	826	796	688	626
gene2894	CP007536.1	2305284	2305826	+	543	138	0	46	200	162	1206	919	1394	454	779
gene2895	CP007536.1	2305978	2306361	-	384	18	36	86	0	90	831	611	472	268	617
gene2896	CP007536.1	2306361	2307923	-	1563	260	184	420	96	233	11023	6919	6244	3143	5953
gene2897	CP007536.1	2307943	2309118	+	1176	298	309	250	204	262	8063	6249	5770	2364	4158
gene2898	CP007536.1	2309123	2309560	-	438	10	0	18	0	0	524	748	1156	795	1030
gene2899	CP007536.1	2309729	2310022	-	294	0	0	0	0	0	763	913	801	315	378
gene2900	CP007536.1	2310049	2310789	-	741	62	0	60	0	280	4673	2889	3469	1689	2843
gene2901	CP007536.1	2310914	2311537	+	624	232	130	110	102	348	3141	2478	2346	1004	1807
gene2902	CP007536.1	2311592	2311861	+	270	321	189	289	0	52	19607	24844	29031	13634	18109
gene2903	CP007536.1	2311862	2312353	+	492	9265	6851	10383	9667	9596	58199	53927	80975	40490	51308
gene2904	CP007536.1	2312552	2314045	+	1494	7917	5663	7153	3313	6067	150826	121154	179946	110438	131498
gene2905	CP007536.1	2314059	2314913	+	855	16746	23729	24638	19326	18959	102890	85060	137479	64896	86399
gene2906	CP007536.1	2314915	2315394	+	480	62	40	15	86	71	6234	4837	7006	2644	3469
gene2907	CP007536.1	2315444	2316517	+	1074	2909	3448	2034	1408	1382	7589	6134	8953	4560	5418
gene2908	CP007536.1	2316547	2317497	+	951	778	902	833	820	3930	31823	16123	15108	8466	16292
gene2909	CP007536.1	2317690	2318283	+	594	570	294	310	45	666	20548	28616	32281	12958	14474
gene2910	CP007536.1	2318357	2318452	+	96	0	0	0	0	0	149	98	111	47	4
gene2911	CP007536.1	2318622	2319239	-	618	302	274	128	168	548	1832	3267	2718	1372	1831
gene2912	CP007536.1	2319271	2319363	-	93	0	0	0	0	0	0	0	0	0	0
gene2913	CP007536.1	2319335	2320156	+	822	3639	1804	1249	439	1153	34792	27529	33109	19778	25934
gene2914	CP007536.1	2320174	2320422	+	249	41	20	156	184	0	4242	3640	3507	2918	3639
gene2915	CP007536.1	2320816	2321445	+	630	202	60	60	62	52	3087	3140	4039	2384	2258
gene2916	CP007536.1	2321677	2321883	+	207	0	0	0	0	0	80	161	201	137	89
gene2917	CP007536.1	2321909	2322058	-	150	724	382	492	554	322	132	431	226	88	68
gene2918	CP007536.1	2322178	2322549	-	372	0	0	0	0	0	443	167	144	89	60
gene2919	CP007536.1	2322753	2322920	+	168	102	0	0	0	0	32	281	322	160	107
gene2920	CP007536.1	2322981	2324495	-	1515	0	0	136	0	0	2599	2285	2335	1278	1486
gene2921	CP007536.1	2324808	2325143	-	336	54	280	220	130	0	185	310	263	134	123
gene2922	CP007536.1	2325701	2325856	-	156	16	0	0	0	0	228	567	503	113	197
gene2923	CP007536.1	2326086	2326187	+	102	0	0	0	0	0	4	4	0	2	0
gene2924	CP007536.1	2326168	2327034	-	867	208	40	0	72	0	1352	784	1067	529	785
gene2925	CP007536.1	2326988	2327782	-	795	199	22	0	26	162	1227	1125	1180	395	773
gene2926	CP007536.1	2327779	2328741	-	963	14	0	0	0	0	1641	1548	1396	436	887
gene2927	CP007536.1	2328741	2330066	-	1326	849	862	812	527	84	9240	5965	6690	3043	6361
gene2928	CP007536.1	2330113	2330610	+	498	284	134	0	510	0	2017	1176	1407	741	1468
gene2929	CP007536.1	2330594	2331289	-	696	1435	819	924	1239	1153	5896	4233	4223	2492	3483
gene2930	CP007536.1	2331338	2331754	-	417	22	80	0	0	0	384	559	469	314	320
gene2931	CP007536.1	2331808	2333067	+	1260	176	282	182	0	72	2965	1978	1934	913	1696
gene2932	CP007536.1	2333215	2333322	-	108	0	0	0	0	0	4	37	0	2	0
gene2933	CP007536.1	2333265	2333621	+	357	47	45	238	0	0	67	58	104	48	76
gene2934	CP007536.1	2333608	2333889	-	282	18	0	0	0	0	72	56	149	90	12
gene2935	CP007536.1	2333947	2334156	-	210	0	0	0	78	0	60	64	52	12	24
gene2936	CP007536.1	2334248	2335450	+	1203	172	124	252	84	0	1838	2053	2152	1102	1334
gene2937	CP007536.1	2335493	2336146	+	654	456	406	308	737	66	5840	4127	4805	3230	4216
gene2938	CP007536.1	2336194	2336418	-	225	0	0	0	0	0	132	261	190	61	99
gene2939	CP007536.1	2336425	2336979	-	555	1749	2126	1372	456	539	13423	8840	9462	4507	8385
gene2940	CP007536.1	2337066	2337389	+	324	32	94	0	0	0	185	308	286	117	177
gene2941	CP007536.1	2337513	2338217	+	705	116	126	340	284	134	2992	2181	2412	1424	1996
gene2942	CP007536.1	2338355	2339050	-	696	964	962	798	814	526	3807	2688	3365	1646	2592
gene2943	CP007536.1	2339031	2340332	-	1302	416	543	262	0	260	6278	4553	6132	3221	5519
gene2944	CP007536.1	2340349	2340948	-	600	34	0	22	0	0	520	642	684	391	287
gene2945	CP007536.1	2341103	2341780	+	678	32	44	128	68	0	1493	1686	2315	1091	1213
gene2946	CP007536.1	2341793	2342077	-	285	44	64	0	214	0	261	148	260	117	132
gene2947	CP007536.1	2342070	2342456	+	387	814	370	176	126	68	8457	8947	11040	5177	6281
gene2948	CP007536.1	2342592	2344238	+	1647	630	1145	600	780	1121	8035	9448	14040	7919	8949
gene2949	CP007536.1	2344400	2348098	+	3699	82	0	151	202	0	1044	1123	1515	863	1025
gene2950	CP007536.1	2348130	2348942	+	813	78	26	52	0	0	424	162	385	232	358
gene2951	CP007536.1	2348953	2349027	-	75	0	0	0	0	0	0	0	0	0	0
gene2952	CP007536.1	2349033	2350739	-	1707	194	182	0	0	210	551	417	374	278	522
gene2953	CP007536.1	2350817	2351245	-	429	0	28	28	0	0	961	1035	1273	485	703
gene2954	CP007536.1	2351560	2352210	+	651	8	0	0	0	0	990	823	833	437	515
gene2955	CP007536.1	2352240	2352782	+	543	102	18	0	0	0	889	797	974	510	943
gene2956	CP007536.1	2352768	2353784	-	1017	1500	368	306	454	388	1347	1439	1377	621	912
gene2957	CP007536.1	2353858	2354913	+	1056	691	504	460	592	325	8177	4686	4090	2110	7529
gene2958	CP007536.1	2354949	2355842	+	894	48	56	6	0	0	3907	2652	3272	1656	4181
gene2959	CP007536.1	2355823	2356140	-	318	0	0	26	226	0	759	769	1114	440	633
gene2960	CP007536.1	2356216	2357607	-	1392	2978	4129	2835	2009	1280	12831	13797	17555	9281	8784
gene2961	CP007536.1	2358081	2358155	+	75	0	0	0	0	0	151	105	56	26	44
gene2962	CP007536.1	2358280	2358723	+	444	39	190	50	0	0	2556	1346	1460	858	1268
gene2963	CP007536.1	2358973	2359248	+	276	143	144	0	107	300	272	170	337	196	191
gene2964	CP007536.1	2359245	2360081	+	837	147	0	20	0	298	573	416	571	310	332
gene2965	CP007536.1	2360417	2361193	+	777	48	0	0	62	64	330	524	315	188	235
gene2966	CP007536.1	2361315	2361440	+	126	0	0	0	0	0	236	280	213	75	85
gene2967	CP007536.1	2361875	2362198	-	324	364	830	210	262	97	720	1522	1781	1221	1060
gene2968	CP007536.1	2362261	2362449	+	189	0	0	0	0	0	56	37	25	12	44
gene2969	CP007536.1	2362456	2362980	-	525	264	48	86	10	140	2810	1910	2033	1363	1702
gene2970	CP007536.1	2363015	2364469	-	1455	446	69	286	0	173	7381	4574	4110	2103	3394
gene2971	CP007536.1	2365515	2365805	+	291	19	0	0	0	0	282	265	484	386	431
gene2972	CP007536.1	2365784	2365987	+	204	0	0	0	0	0	1	6	56	51	46
gene2973	CP007536.1	2365991	2366236	-	246	74	108	32	0	0	364	263	527	326	193
gene2974	CP007536.1	2366491	2367015	-	525	103	4	30	80	0	139	150	237	173	206
gene2975	CP007536.1	2367086	2367490	-	405	0	0	0	124	0	62	46	128	47	20
gene2976	CP007536.1	2367549	2368322	+	774	805	1851	644	893	1492	16979	14037	14128	6506	10667
gene2977	CP007536.1	2368288	2369289	-	1002	740	597	480	638	499	4337	3075	3817	1920	3051
gene2978	CP007536.1	2369390	2369563	+	174	10	17	0	0	13	73	38	74	20	7
gene2979	CP007536.1	2369567	2370055	-	489	0	0	0	0	0	387	407	248	168	200
gene2980	CP007536.1	2370052	2371098	-	1047	180	166	588	566	0	4215	2076	2230	1001	2244
gene2981	CP007536.1	2371130	2371834	-	705	480	657	847	524	581	1624	1447	1675	742	1057
gene2982	CP007536.1	2371912	2372157	+	246	0	0	0	0	0	27	6	44	24	17
gene2983	CP007536.1	2372151	2372996	-	846	0	0	16	0	0	442	595	490	338	503
gene2984	CP007536.1	2373044	2374150	-	1107	402	788	478	530	608	12576	12655	16077	8079	11264
gene2985	CP007536.1	2374154	2376130	-	1977	699	828	447	571	1226	25203	22931	27670	16063	24465
gene2986	CP007536.1	2376199	2376360	-	162	0	0	0	0	0	103	75	49	46	24
gene2987	CP007536.1	2376397	2376768	+	372	88	0	22	0	0	545	320	374	244	256
gene2988	CP007536.1	2376735	2376965	-	231	575	478	200	476	185	235	409	277	172	138
gene2989	CP007536.1	2377016	2377240	+	225	0	0	0	0	0	205	113	155	77	83
gene2990	CP007536.1	2377218	2378465	+	1248	406	328	260	64	712	5052	3305	3967	2295	3035
gene2991	CP007536.1	2378556	2380283	+	1728	644	1707	1467	1127	1114	35570	32145	34597	16549	21036
gene2992	CP007536.1	2380332	2380634	+	303	36	26	0	0	0	2410	1904	1935	1079	1436
gene2993	CP007536.1	2380631	2381272	-	642	0	85	92	0	0	1034	972	1114	609	892
gene2994	CP007536.1	2381365	2381922	-	558	75109	65240	78124	47155	55926	167488	222284	280882	110056	131071
gene2995	CP007536.1	2381947	2383020	+	1074	108	0	43	52	0	1455	1527	1330	621	843
gene2996	CP007536.1	2383097	2383396	+	300	364	136	161	276	3	6982	5175	4404	2331	4432
gene2997	CP007536.1	2383393	2383725	+	333	772	424	143	408	342	11409	7737	7548	4331	8044
gene2998	CP007536.1	2384049	2384393	+	345	3470	2912	3261	1853	1576	8313	7731	9389	4801	7165
gene2999	CP007536.1	2384394	2385113	+	720	50	0	0	0	0	929	941	1381	928	1139
gene3000	CP007536.1	2385115	2385630	+	516	0	0	0	0	0	240	236	306	99	184
gene3001	CP007536.1	2385620	2386648	-	1029	1499	1610	1966	1794	1445	18626	8610	7928	4647	7466
gene3002	CP007536.1	2386707	2387270	-	564	888	659	573	592	297	6454	4033	4033	1917	3391
gene3003	CP007536.1	2387356	2388120	+	765	450	842	148	86	460	4591	4447	7359	4463	4890
gene3004	CP007536.1	2388331	2388393	+	63	0	0	0	0	0	10	5	26	4	0
gene3005	CP007536.1	2388523	2389086	+	564	989951	963885	1028097	660441	725912	594000	564163	811801	757751	768056
gene3006	CP007536.1	2389196	2389333	+	138	1113	995	725	427	502	413	649	638	205	358
gene3007	CP007536.1	2389349	2390599	-	1251	7679	6702	6606	4156	5012	36984	25591	28864	17932	25637
gene3008	CP007536.1	2390596	2392395	-	1800	13366	10482	10513	10365	15701	103244	69373	82740	50480	76523
gene3009	CP007536.1	2392392	2393135	-	744	3058	1104	1596	1391	3788	34915	24215	28316	17684	29247
gene3010	CP007536.1	2393267	2393407	+	141	0	0	20	0	0	530	1016	443	73	176
gene3011	CP007536.1	2393399	2394355	-	957	183	116	20	5	120	1635	1520	1489	759	1192
gene3012	CP007536.1	2394393	2394809	-	417	3132	2496	2067	2375	1830	16197	10914	10922	8236	12092
gene3013	CP007536.1	2394848	2396455	-	1608	1854	529	2302	722	1888	22739	13874	18440	9030	14060
gene3014	CP007536.1	2396476	2397405	-	930	102	0	67	158	148	293	264	462	184	165
gene3015	CP007536.1	2397442	2397657	-	216	3700	3252	2410	4222	4318	806	1685	1929	766	626
gene3016	CP007536.1	2397771	2398223	+	453	228	341	0	212	0	2633	2033	2095	932	1635
gene3017	CP007536.1	2398263	2399264	-	1002	1758	1240	1414	1004	2849	11945	7242	7572	4555	6778
gene3018	CP007536.1	2399328	2399786	-	459	68	0	0	12	0	369	724	862	213	152
gene3019	CP007536.1	2399911	2400531	+	621	0	0	0	0	0	1410	1017	971	547	822
gene3020	CP007536.1	2400747	2401079	-	333	0	0	14	0	0	436	324	720	314	330
gene3021	CP007536.1	2401235	2401771	+	537	146	386	364	218	43	66	264	229	200	88
gene3022	CP007536.1	2401768	2401953	+	186	46	90	8	62	0	207	254	423	172	250
gene3023	CP007536.1	2402079	2402570	-	492	10	94	7	26	48	254	351	491	243	349
gene3024	CP007536.1	2402652	2403206	-	555	44	0	0	0	0	804	702	1108	613	376
gene3025	CP007536.1	2403256	2403846	-	591	173	268	95	31	58	207	760	905	392	397
gene3026	CP007536.1	2403789	2403971	+	183	0	0	0	0	0	0	0	2	0	4
gene3027	CP007536.1	2404137	2404667	+	531	60	0	336	0	120	482	1525	3039	1859	1118
gene3028	CP007536.1	2404698	2404970	+	273	16	0	0	0	0	94	214	351	178	142
gene3029	CP007536.1	2405223	2407832	+	2610	0	0	254	0	0	512	558	688	426	480
gene3030	CP007536.1	2408113	2408697	+	585	144	16	16	140	375	319	254	495	312	186
gene3031	CP007536.1	2408858	2409943	-	1086	0	54	0	0	0	161	187	271	192	152
gene3032	CP007536.1	2410082	2410360	+	279	0	0	32	0	0	98	36	76	76	187
gene3033	CP007536.1	2410367	2410903	-	537	0	0	0	0	0	27	44	86	17	8
gene3034	CP007536.1	2411147	2411680	+	534	22	0	31	0	0	757	804	1249	743	823
gene3035	CP007536.1	2411791	2412318	-	528	150	82	31	116	252	962	887	1576	817	937
gene3036	CP007536.1	2412445	2412804	+	360	0	0	0	0	0	351	388	730	287	226
gene3037	CP007536.1	2412843	2413436	-	594	106	202	64	0	136	1145	1110	1301	730	817
gene3038	CP007536.1	2413537	2413656	-	120	0	0	14	0	0	25	100	29	13	26
gene3039	CP007536.1	2413663	2414142	-	480	50	0	36	0	0	766	735	942	389	491
gene3040	CP007536.1	2414222	2414647	-	426	295	186	249	90	354	329	329	586	288	215
gene3041	CP007536.1	2415025	2415624	-	600	0	0	0	0	0	136	180	96	40	50
gene3042	CP007536.1	2415829	2416455	-	627	166	66	88	0	0	1021	1389	2013	976	1192
gene3043	CP007536.1	2416529	2417518	-	990	0	0	0	0	55	2363	2007	2057	1234	1492
gene3044	CP007536.1	2417791	2419134	+	1344	0	0	0	0	0	2725	2445	2283	987	1652
gene3045	CP007536.1	2419171	2419470	+	300	0	0	0	0	0	132	335	225	99	156
gene3046	CP007536.1	2419483	2419950	+	468	0	2	0	0	0	2147	1990	1989	1209	1653
gene3047	CP007536.1	2420058	2420213	+	156	6	0	0	0	0	95	398	193	37	71
gene3048	CP007536.1	2420251	2420484	-	234	89	168	54	0	305	2471	3621	3819	1796	1918
gene3049	CP007536.1	2420820	2421113	+	294	48	0	0	0	0	77	161	165	51	82
gene3050	CP007536.1	2421118	2421543	-	426	742	710	340	236	636	5108	4780	4593	1510	2212
gene3051	CP007536.1	2421854	2423233	+	1380	0	0	0	0	0	96	137	110	70	48
gene3052	CP007536.1	2423316	2424536	+	1221	26	0	0	0	0	809	951	614	352	432
gene3053	CP007536.1	2424558	2425700	+	1143	573	277	592	1131	809	6140	7983	8287	4223	6051
gene3054	CP007536.1	2426074	2426697	+	624	202	36	10	0	0	410	546	606	329	364
gene3055	CP007536.1	2426779	2427276	+	498	0	66	0	0	0	278	242	326	243	217
gene3056	CP007536.1	2427402	2428118	+	717	0	0	0	0	0	340	258	295	101	228
gene3057	CP007536.1	2428123	2428533	-	411	0	0	0	0	85	199	229	265	139	166
gene3058	CP007536.1	2428661	2429515	-	855	46	0	0	0	85	514	573	613	267	402
gene3059	CP007536.1	2429583	2429804	-	222	0	20	0	0	0	8	12	15	14	0
gene3060	CP007536.1	2429923	2430228	+	306	4	0	0	0	0	287	742	757	384	365
gene3061	CP007536.1	2430255	2430893	-	639	12	0	8	0	0	323	448	477	172	289
gene3062	CP007536.1	2430897	2433695	-	2799	474	512	208	468	258	1704	2243	3438	1844	2129
gene3063	CP007536.1	2434397	2435344	+	948	0	0	0	0	0	638	680	904	458	400
gene3064	CP007536.1	2435707	2435895	+	189	0	0	0	0	0	58	84	68	37	42
gene3065	CP007536.1	2436610	2437599	+	990	132	176	18	0	0	593	468	617	430	391
gene3066	CP007536.1	2437600	2439006	-	1407	130	314	272	204	0	1749	1878	2120	1535	1934
gene3067	CP007536.1	2439106	2439199	-	94	0	0	0	0	0	64	44	29	15	23
gene3068	CP007536.1	2439292	2440257	+	966	756	206	424	470	544	3548	4463	5548	3112	4344
gene3069	CP007536.1	2440254	2440937	-	684	157	152	182	196	225	711	826	903	431	661
gene3070	CP007536.1	2440996	2441247	+	252	361	160	112	0	98	772	1819	1872	844	1008
gene3071	CP007536.1	2441251	2442432	-	1182	1927	1212	1012	1540	350	3488	2432	3004	1460	2132
gene3072	CP007536.1	2442491	2443108	+	618	10	0	0	0	0	909	808	811	645	711
gene3073	CP007536.1	2443092	2443424	-	333	0	0	0	0	0	1716	1227	1234	494	669
gene3074	CP007536.1	2443469	2443702	+	234	0	0	0	0	0	109	96	155	79	83
gene3075	CP007536.1	2443729	2445393	-	1665	20580	20565	24303	21192	26042	90704	47088	50711	27530	47610
gene3076	CP007536.1	2445469	2446485	-	1017	150	64	34	0	1	3846	3246	4445	2151	2555
gene3077	CP007536.1	2446535	2446705	-	171	6	24	0	0	0	217	606	470	403	427
gene3078	CP007536.1	2446732	2446962	-	231	8	8	0	0	78	209	583	429	198	241
gene3079	CP007536.1	2447033	2447848	-	816	252	28	120	0	0	4601	2999	3934	1883	2522
gene3080	CP007536.1	2447963	2448445	+	483	745	621	543	574	452	9157	6830	7369	3936	5475
gene3081	CP007536.1	2448518	2453239	+	4722	2177	2541	3862	3070	4600	31508	27804	37644	18261	25017
gene3082	CP007536.1	2453287	2453628	+	342	5527	5522	3242	1821	1620	4175	6103	7065	3400	2912
gene3083	CP007536.1	2453639	2455429	-	1791	1685	889	1154	773	1661	10710	8297	8842	4630	8312
gene3084	CP007536.1	2455436	2455840	-	405	120	0	29	48	0	13688	8436	7878	4604	10103
gene3085	CP007536.1	2455850	2456062	-	213	28	32	14	0	232	2584	2428	1765	998	1584
gene3086	CP007536.1	2456073	2456291	-	219	0	0	0	0	0	379	368	418	184	343
gene3087	CP007536.1	2456322	2456702	-	381	154	0	56	50	166	14885	9166	9938	5055	8354
gene3088	CP007536.1	2456776	2458146	-	1371	356	334	214	0	0	1617	1527	1843	909	1242
gene3089	CP007536.1	2458210	2458320	+	111	0	0	4	0	0	312	208	233	72	168
gene3090	CP007536.1	2458487	2459464	+	978	10	0	0	0	0	349	629	665	451	682
gene3091	CP007536.1	2459482	2460651	-	1170	38	0	0	0	0	216	96	226	189	224
gene3092	CP007536.1	2460776	2460925	+	150	0	0	0	0	0	22	34	24	12	28
gene3093	CP007536.1	2460922	2461398	+	477	46	0	0	0	0	500	410	500	340	495
gene3094	CP007536.1	2461733	2461948	+	216	0	0	0	0	363	432	662	350	339	275
gene3095	CP007536.1	2461960	2462175	+	216	73	106	434	115	648	1468	1247	1078	566	1160
gene3096	CP007536.1	2462195	2462689	-	495	112	60	52	94	174	187	274	417	164	257
gene3097	CP007536.1	2462962	2463228	-	267	485	171	722	602	331	3552	5477	5409	2712	3198
gene3098	CP007536.1	2463272	2463481	-	210	188	164	67	10	78	1828	2804	2560	1568	1608
gene3099	CP007536.1	2463641	2464276	-	636	562	1073	496	1022	912	8111	4956	6054	2608	3674
gene3100	CP007536.1	2464273	2465250	-	978	269	162	346	268	413	7993	5241	6283	2815	4157
gene3101	CP007536.1	2465324	2465836	-	513	0	110	0	0	0	1517	1700	1187	518	936
gene3102	CP007536.1	2465946	2468231	+	2286	7199	7804	6165	4489	3633	21130	14924	16362	7659	12382
gene3103	CP007536.1	2468246	2468665	-	420	0	0	0	0	0	342	268	306	133	193
gene3104	CP007536.1	2468709	2468924	-	216	16	60	0	0	0	138	394	329	93	95
gene3105	CP007536.1	2468956	2470902	+	1947	3500	3829	1642	1755	1892	9386	7585	10676	6500	7987
gene3106	CP007536.1	2470892	2471869	+	978	4862	4250	2796	2348	3371	10880	10820	16160	7939	9421
gene3107	CP007536.1	2471916	2472182	+	267	0	0	0	0	0	251	498	359	146	193
gene3108	CP007536.1	2472237	2472812	-	576	0	0	0	0	0	154	186	263	102	104
gene3109	CP007536.1	2472877	2472951	-	75	0	0	0	0	0	0	0	0	5	0
gene3110	CP007536.1	2473032	2473190	+	159	0	20	0	0	0	154	195	98	41	46
gene3111	CP007536.1	2473193	2473402	+	210	0	0	0	0	0	105	170	217	106	116
gene3112	CP007536.1	2473403	2473651	-	249	66	24	74	520	0	12705	17104	19319	5898	5872
gene3113	CP007536.1	2473775	2474122	-	348	32	0	0	26	0	121	152	234	122	226
gene3114	CP007536.1	2474181	2474282	+	102	0	0	0	0	0	43	73	38	11	2
gene3115	CP007536.1	2474269	2474478	-	210	0	0	0	0	0	158	193	133	26	63
gene3116	CP007536.1	2474555	2475067	+	513	2524	1574	2153	1541	541	30852	29781	41373	18814	19002
gene3117	CP007536.1	2475129	2475371	-	243	0	0	0	0	0	119	155	153	87	98
gene3118	CP007536.1	2475460	2475618	+	159	0	0	0	0	0	14	18	36	4	0
gene3119	CP007536.1	2475772	2476551	+	780	1251	571	426	734	152	7196	5538	6218	3681	5449
gene3120	CP007536.1	2476604	2477338	+	735	208	30	16	0	358	2505	2276	2341	1237	1889
gene3121	CP007536.1	2477345	2477890	+	546	351	106	122	74	0	3760	3859	6594	3628	3413
